date,state,beds_covid,beds_noncrit,admitted_pui,admitted_covid,discharged_pui,discharged_covid,hosp_covid,hosp_pui
2021-01-28,Pulau Pinang,224,1249,0,18,0,40,140,0
2021-01-28,Sabah,1280,2811,18,81,22,64,708,80
2021-01-28,Sarawak,866,2983,49,110,38,91,306,165
2021-01-28,Selangor,1268,4910,111,137,128,158,663,432
2021-01-28,Terengganu,288,1284,10,9,5,15,134,26
2021-01-28,W.P. Kuala Lumpur,743,3087,9,35,4,71,394,49
2021-01-28,W.P. Labuan,25,112,1,3,0,0,9,2
2021-01-29,Johor,706,4434,9,135,1,58,730,65
2021-01-29,Kedah,413,1863,6,50,0,48,291,13
2021-01-29,Kelantan,404,2259,0,28,8,50,238,0
2021-01-29,Melaka,231,1048,6,9,6,5,94,40
2021-01-29,Negeri Sembilan,633,1284,4,42,1,40,328,4
2021-01-29,Pahang,701,2113,1,30,3,26,154,6
2021-01-29,Perak,359,2656,8,26,0,32,174,26
2021-01-29,Perlis,57,493,1,3,1,1,8,6
2021-01-29,Pulau Pinang,224,1249,0,18,0,13,147,0
2021-01-29,Sabah,1280,2811,27,71,21,81,665,84
2021-01-29,Sarawak,866,2983,39,165,39,150,344,207
2021-01-29,Selangor,1268,4910,175,139,93,162,667,441
2021-01-29,Terengganu,288,1284,11,30,12,30,134,25
2021-01-29,W.P. Kuala Lumpur,756,3087,5,32,3,69,347,54
2021-01-29,W.P. Labuan,25,112,0,3,0,1,12,2
2021-01-30,Johor,706,4434,8,146,1,46,779,66
2021-01-30,Kedah,413,1863,4,27,3,30,275,9
2021-01-30,Kelantan,404,2259,2,31,0,36,231,2
2021-01-30,Melaka,231,1048,6,19,3,24,89,43
2021-01-30,Negeri Sembilan,633,1284,0,35,0,48,308,2
2021-01-30,Pahang,701,2113,1,30,4,28,152,2
2021-01-30,Perak,359,2656,3,24,6,28,167,20
2021-01-30,Perlis,57,493,5,0,2,1,6,13
2021-01-30,Pulau Pinang,224,1249,0,16,0,29,138,0
2021-01-30,Sabah,1280,2811,20,60,15,70,641,87
2021-01-30,Sarawak,866,2983,57,206,51,135,345,178
2021-01-30,Selangor,1268,4935,165,149,141,172,677,480
2021-01-30,Terengganu,288,1284,12,35,7,32,136,31
2021-01-30,W.P. Kuala Lumpur,726,3046,6,44,3,56,334,70
2021-01-30,W.P. Labuan,25,112,0,0,0,1,11,2
2021-01-31,Johor,706,4434,10,138,2,50,782,66
2021-01-31,Kedah,413,1863,0,41,1,33,279,3
2021-01-31,Kelantan,406,2261,0,28,2,20,241,0
2021-01-31,Melaka,231,1048,1,22,2,11,100,42
2021-01-31,Negeri Sembilan,633,1284,1,29,0,37,295,3
2021-01-31,Pahang,701,2113,1,24,2,22,153,1
2021-01-31,Perak,359,2656,2,15,4,18,160,16
2021-01-31,Perlis,57,493,3,0,2,0,7,12
2021-01-31,Pulau Pinang,224,1249,0,6,0,24,120,0
2021-01-31,Sabah,1280,2801,31,59,20,80,614,99
2021-01-31,Sarawak,866,2979,47,59,33,168,324,190
2021-01-31,Selangor,1268,4935,99,148,90,168,653,499
2021-01-31,Terengganu,288,1295,9,18,5,22,130,36
2021-01-31,W.P. Kuala Lumpur,776,3046,7,28,5,62,296,58
2021-01-31,W.P. Labuan,25,112,1,0,0,1,12,3
2021-02-01,Johor,706,4434,1,114,2,64,736,61
2021-02-01,Kedah,413,1863,9,30,0,65,244,12
2021-02-01,Kelantan,406,2261,2,35,0,32,242,1
2021-02-01,Melaka,231,1048,3,38,13,32,106,32
2021-02-01,Negeri Sembilan,633,1284,0,57,1,25,321,2
2021-02-01,Pahang,701,2113,1,21,0,36,148,2
2021-02-01,Perak,359,2656,2,18,6,15,158,13
2021-02-01,Perlis,57,493,1,0,6,0,7,6
2021-02-01,Pulau Pinang,224,1249,0,24,0,24,119,0
2021-02-01,Sabah,1282,2801,10,43,25,70,590,68
2021-02-01,Sarawak,866,2979,44,196,33,136,333,199
2021-02-01,Selangor,1268,4935,137,118,181,133,635,432
2021-02-01,Terengganu,288,1295,5,12,3,18,124,38
2021-02-01,W.P. Kuala Lumpur,780,3046,6,42,3,42,296,60
2021-02-01,W.P. Labuan,25,112,0,0,0,1,11,3
2021-02-02,Johor,706,4434,0,166,0,58,755,62
2021-02-02,Kedah,413,1863,3,15,0,32,242,7
2021-02-02,Kelantan,406,2467,2,17,1,26,231,2
2021-02-02,Melaka,231,1048,3,38,13,32,92,24
2021-02-02,Negeri Sembilan,633,1284,1,41,0,44,317,1
2021-02-02,Pahang,701,2113,3,12,1,32,128,4
2021-02-02,Perak,359,2656,1,14,0,34,134,9
2021-02-02,Perlis,57,493,3,0,2,0,7,7
2021-02-02,Pulau Pinang,224,1249,1,21,0,30,103,1
2021-02-02,Sabah,1282,2801,15,55,13,81,554,79
2021-02-02,Sarawak,866,2979,48,85,37,167,321,200
2021-02-02,Selangor,1268,4935,112,147,195,156,641,338
2021-02-02,Terengganu,288,1295,4,11,7,15,119,35
2021-02-02,W.P. Kuala Lumpur,780,3046,5,31,3,39,305,59
2021-02-02,W.P. Labuan,25,112,0,0,0,1,12,2
2021-02-03,Johor,706,4434,0,136,0,61,761,60
2021-02-03,Kedah,413,1863,1,29,2,36,237,5
2021-02-03,Kelantan,406,2467,1,26,1,52,202,2
2021-02-03,Melaka,231,1048,12,13,4,8,97,32
2021-02-03,Negeri Sembilan,633,1284,5,26,3,40,298,5
2021-02-03,Pahang,701,2113,1,13,2,12,129,3
2021-02-03,Perak,359,2656,1,13,5,22,121,9
2021-02-03,Perlis,57,493,4,0,2,0,8,9
2021-02-03,Pulau Pinang,224,1249,0,13,0,21,92,0
2021-02-03,Sabah,1282,2801,17,105,27,51,565,70
2021-02-03,Sarawak,866,2978,46,110,46,93,311,198
2021-02-03,Selangor,1304,4935,149,151,108,182,599,487
2021-02-03,Terengganu,288,1295,14,15,3,24,110,43
2021-02-03,W.P. Kuala Lumpur,780,3046,3,41,1,39,309,76
2021-02-03,W.P. Labuan,25,112,2,0,0,1,12,4
2021-02-04,Johor,706,4434,0,172,0,67,724,182
2021-02-04,Kedah,413,1863,4,32,0,15,252,8
2021-02-04,Kelantan,406,2467,2,23,0,47,180,3
2021-02-04,Melaka,231,1048,6,13,4,12,98,30
2021-02-04,Negeri Sembilan,633,1284,5,65,1,45,311,9
2021-02-04,Pahang,701,2113,3,12,2,28,113,4
2021-02-04,Perak,359,2656,1,22,0,15,130,8
2021-02-04,Perlis,57,493,2,0,3,0,8,8
2021-02-04,Pulau Pinang,224,1249,0,19,0,12,99,0
2021-02-04,Sabah,1282,2801,17,83,18,56,645,69
2021-02-04,Sarawak,866,2978,39,142,52,127,327,165
2021-02-04,Selangor,1304,4935,116,147,191,175,608,340
2021-02-04,Terengganu,288,1295,2,15,8,17,108,39
2021-02-04,W.P. Kuala Lumpur,780,3046,3,25,4,38,288,61
2021-02-04,W.P. Labuan,25,112,0,0,1,4,9,3
2021-02-05,Johor,706,4434,0,156,0,94,708,184
2021-02-05,Kedah,426,1863,4,24,0,42,239,5
2021-02-05,Kelantan,406,2467,0,33,4,34,178,0
2021-02-05,Melaka,231,1048,6,27,1,29,93,29
2021-02-05,Negeri Sembilan,633,1284,3,37,2,60,284,10
2021-02-05,Pahang,701,2113,0,7,0,20,108,4
2021-02-05,Perak,359,2656,2,20,1,17,130,7
2021-02-05,Perlis,57,493,3,1,0,0,9,8
2021-02-05,Pulau Pinang,224,1249,0,24,0,15,107,0
2021-02-05,Sabah,1282,2801,19,75,12,68,635,74
2021-02-05,Sarawak,866,2978,40,209,36,164,350,163
2021-02-05,Selangor,1304,4935,165,140,142,142,585,449
2021-02-05,Terengganu,288,1295,10,27,13,29,106,32
2021-02-05,W.P. Kuala Lumpur,780,3046,3,27,5,27,290,56
2021-02-05,W.P. Labuan,25,112,1,0,0,0,9,4
2021-02-06,Johor,706,4434,0,171,0,76,688,168
2021-02-06,Kedah,426,1863,6,26,1,36,232,7
2021-02-06,Kelantan,406,2467,0,31,0,23,184,0
2021-02-06,Melaka,231,1048,7,25,8,23,95,27
2021-02-06,Negeri Sembilan,633,1284,0,24,2,53,253,8
2021-02-06,Pahang,701,2113,2,15,0,18,105,5
2021-02-06,Perak,359,2656,3,9,2,16,119,9
2021-02-06,Perlis,57,493,4,1,2,2,8,6
2021-02-06,Pulau Pinang,224,1249,0,29,0,9,127,0
2021-02-06,Sabah,1282,2801,15,69,16,61,630,64
2021-02-06,Sarawak,866,2978,46,134,29,167,311,153
2021-02-06,Selangor,1304,4935,181,127,121,151,561,489
2021-02-06,Terengganu,288,1295,12,19,6,17,108,37
2021-02-06,W.P. Kuala Lumpur,780,3046,0,26,4,39,273,49
2021-02-06,W.P. Labuan,25,112,2,2,0,3,9,4
2021-02-07,Johor,706,4434,0,168,0,112,638,158
2021-02-07,Kedah,426,1863,3,11,0,32,223,4
2021-02-07,Kelantan,406,2467,1,31,0,29,186,1
2021-02-07,Melaka,231,1048,1,16,10,29,80,18
2021-02-07,Negeri Sembilan,633,1284,1,23,1,39,270,5
2021-02-07,Pahang,701,2113,1,15,3,29,90,3
2021-02-07,Perak,359,2656,2,7,3,20,104,6
2021-02-07,Perlis,57,493,5,2,2,0,10,10
2021-02-07,Pulau Pinang,224,1249,0,23,0,16,129,0
2021-02-07,Sabah,1270,2801,19,72,22,69,593,59
2021-02-07,Sarawak,866,2978,28,165,23,121,334,167
2021-02-07,Selangor,1304,4935,179,132,112,133,562,481
2021-02-07,Terengganu,288,1295,9,18,9,8,118,37
2021-02-07,W.P. Kuala Lumpur,780,3046,2,34,0,25,283,50
2021-02-07,W.P. Labuan,25,112,2,1,0,1,10,6
2021-02-08,Johor,973,4434,0,193,0,100,637,189
2021-02-08,Kedah,426,1863,3,20,1,24,200,6
2021-02-08,Kelantan,383,2467,1,38,0,27,197,2
2021-02-08,Melaka,231,1048,1,20,1,11,89,18
2021-02-08,Negeri Sembilan,633,1284,7,16,0,33,217,8
2021-02-08,Pahang,701,2113,1,3,2,8,87,2
2021-02-08,Perak,359,2656,2,12,1,26,90,8
2021-02-08,Perlis,57,493,4,4,1,0,13,8
2021-02-08,Pulau Pinang,224,1249,0,23,0,16,138,0
2021-02-08,Sabah,1270,2801,25,54,10,40,499,76
2021-02-08,Sarawak,866,2978,37,144,30,119,351,173
2021-02-08,Selangor,1304,4935,150,135,117,118,575,440
2021-02-08,Terengganu,288,1295,6,17,7,19,116,36
2021-02-08,W.P. Kuala Lumpur,780,3046,6,34,1,41,280,51
2021-02-08,W.P. Labuan,25,112,2,0,0,1,10,8
2021-02-09,Johor,973,4434,87,85,46,51,610,216
2021-02-09,Kedah,426,1863,2,14,0,22,206,4
2021-02-09,Kelantan,383,2467,2,21,1,25,194,3
2021-02-09,Melaka,231,1048,0,9,3,12,86,15
2021-02-09,Negeri Sembilan,633,1284,0,15,0,25,191,8
2021-02-09,Pahang,701,2113,2,15,0,12,86,4
2021-02-09,Perak,359,2656,2,27,0,13,107,8
2021-02-09,Perlis,57,493,0,0,4,2,11,6
2021-02-09,Pulau Pinang,224,1249,0,21,0,16,137,0
2021-02-09,Sabah,1272,2801,21,71,4,44,495,79
2021-02-09,Sarawak,866,2970,34,64,29,107,319,167
2021-02-09,Selangor,1304,4935,187,123,135,148,556,421
2021-02-09,Terengganu,288,1295,8,24,11,10,130,33
2021-02-09,W.P. Kuala Lumpur,780,3046,2,25,1,45,253,46
2021-02-09,W.P. Labuan,25,112,2,0,0,1,9,6
2021-02-10,Johor,973,4434,82,118,75,68,619,191
2021-02-10,Kedah,426,1863,5,17,0,39,188,9
2021-02-10,Kelantan,398,2557,1,37,3,39,194,1
2021-02-10,Melaka,231,1048,8,9,6,18,77,17
2021-02-10,Negeri Sembilan,633,1284,8,22,3,23,185,10
2021-02-10,Pahang,701,2113,0,6,1,12,80,3
2021-02-10,Perak,359,2656,0,22,1,15,109,9
2021-02-10,Perlis,57,493,2,1,0,1,5,6
2021-02-10,Pulau Pinang,224,1249,0,23,0,13,147,0
2021-02-10,Sabah,1272,2801,19,65,18,48,453,78
2021-02-10,Sarawak,866,2970,46,88,18,97,312,189
2021-02-10,Selangor,1304,4935,221,136,90,147,551,474
2021-02-10,Terengganu,288,1295,3,9,3,11,128,33
2021-02-10,W.P. Kuala Lumpur,762,3046,0,34,9,29,256,38
2021-02-10,W.P. Labuan,25,112,0,1,0,1,9,5
2021-02-11,Johor,973,4434,74,63,66,59,571,157
2021-02-11,Kedah,426,1863,1,15,0,28,182,5
2021-02-11,Kelantan,398,2557,3,27,0,25,195,4
2021-02-11,Melaka,231,1048,1,6,3,12,71,15
2021-02-11,Negeri Sembilan,633,1284,1,23,1,21,184,10
2021-02-11,Pahang,701,2113,0,13,3,18,80,0
2021-02-11,Perak,359,2656,3,16,2,12,112,12
2021-02-11,Perlis,57,493,1,1,3,0,6,3
2021-02-11,Pulau Pinang,224,1249,0,19,0,19,143,0
2021-02-11,Sabah,1272,2801,21,53,15,53,432,83
2021-02-11,Sarawak,866,2970,43,110,29,120,307,208
2021-02-11,Selangor,1304,4935,181,115,113,152,523,473
2021-02-11,Terengganu,288,1295,4,8,11,18,118,26
2021-02-11,W.P. Kuala Lumpur,732,3046,0,35,1,27,270,44
2021-02-11,W.P. Labuan,25,112,0,0,0,0,8,6
2021-02-12,Johor,973,4434,79,75,43,69,527,166
2021-02-12,Kedah,426,1863,18,21,1,22,183,21
2021-02-12,Kelantan,398,2557,0,35,3,36,199,1
2021-02-12,Melaka,231,1048,2,15,4,13,73,13
2021-02-12,Negeri Sembilan,633,1284,2,18,1,27,178,10
2021-02-12,Pahang,701,2113,1,16,1,7,83,1
2021-02-12,Perak,359,2656,3,20,4,14,118,13
2021-02-12,Perlis,57,493,3,0,0,2,4,6
2021-02-12,Pulau Pinang,224,1249,0,28,0,26,144,0
2021-02-12,Sabah,1272,2801,10,43,23,52,399,69
2021-02-12,Sarawak,866,2970,53,139,57,143,336,213
2021-02-12,Selangor,1304,4935,160,103,90,128,512,454
2021-02-12,Terengganu,288,1295,3,10,4,12,114,25
2021-02-12,W.P. Kuala Lumpur,732,3046,4,35,2,41,257,52
2021-02-12,W.P. Labuan,25,112,0,6,0,0,14,2
2021-02-13,Johor,973,4434,71,58,70,65,506,141
2021-02-13,Kedah,426,1863,1,25,1,23,204,2
2021-02-13,Kelantan,398,2557,1,28,1,20,207,1
2021-02-13,Melaka,231,1048,1,10,2,5,78,12
2021-02-13,Negeri Sembilan,633,1284,0,17,3,20,174,7
2021-02-13,Pahang,701,2113,0,6,0,12,76,1
2021-02-13,Perak,359,2656,3,16,1,12,129,14
2021-02-13,Perlis,57,493,0,0,1,0,4,6
2021-02-13,Pulau Pinang,224,1249,0,14,0,20,142,0
2021-02-13,Sabah,1272,2801,10,60,13,43,399,62
2021-02-13,Sarawak,866,2970,36,94,45,109,311,208
2021-02-13,Selangor,1304,4933,162,113,68,142,493,410
2021-02-13,Terengganu,288,1295,3,14,5,16,111,22
2021-02-13,W.P. Kuala Lumpur,732,3046,3,11,6,27,244,49
2021-02-13,W.P. Labuan,25,112,0,0,0,2,12,2
2021-02-14,Johor,943,4434,87,63,64,42,506,156
2021-02-14,Kedah,426,1863,0,32,1,26,212,8
2021-02-14,Kelantan,398,2557,2,12,1,30,183,1
2021-02-14,Melaka,231,1048,1,10,0,12,76,13
2021-02-14,Negeri Sembilan,633,1284,1,11,7,22,162,1
2021-02-14,Pahang,701,2113,1,4,1,7,70,1
2021-02-14,Perak,359,2656,0,11,1,12,128,7
2021-02-14,Perlis,57,493,1,0,1,0,4,6
2021-02-14,Pulau Pinang,224,1249,0,12,0,23,129,0
2021-02-14,Sabah,1272,2801,9,26,14,58,349,58
2021-02-14,Sarawak,866,2970,45,70,39,124,293,211
2021-02-14,Selangor,1304,4933,164,113,70,114,490,483
2021-02-14,Terengganu,288,1295,4,15,4,13,113,22
2021-02-14,W.P. Kuala Lumpur,732,3046,2,46,2,28,261,56
2021-02-14,W.P. Labuan,25,112,1,0,0,0,13,1
2021-02-15,Johor,943,4432,61,68,46,45,490,156
2021-02-15,Kedah,426,1863,3,54,0,32,235,4
2021-02-15,Kelantan,398,2557,0,25,2,34,178,0
2021-02-15,Melaka,231,1048,0,3,0,8,71,13
2021-02-15,Negeri Sembilan,633,1284,1,21,1,21,158,1
2021-02-15,Pahang,701,2113,0,15,0,13,75,1
2021-02-15,Perak,359,2656,0,14,0,10,132,6
2021-02-15,Perlis,57,493,7,0,2,2,2,11
2021-02-15,Pulau Pinang,224,1249,0,19,0,16,121,0
2021-02-15,Sabah,1272,2801,14,38,20,45,326,52
2021-02-15,Sarawak,866,2970,40,188,15,192,289,236
2021-02-15,Selangor,1304,4933,140,88,79,91,483,429
2021-02-15,Terengganu,288,1290,1,9,4,14,108,19
2021-02-15,W.P. Kuala Lumpur,732,3046,1,22,3,27,262,58
2021-02-15,W.P. Labuan,25,112,0,0,0,0,13,1
2021-02-16,Johor,943,4432,90,69,64,55,474,174
2021-02-16,Kedah,426,1863,1,7,0,25,223,4
2021-02-16,Kelantan,398,2557,0,22,0,31,166,0
2021-02-16,Melaka,231,1048,5,9,2,12,67,16
2021-02-16,Negeri Sembilan,633,1284,0,14,0,12,159,1
2021-02-16,Pahang,701,2113,0,10,0,4,80,1
2021-02-16,Perak,359,2656,2,15,2,14,127,8
2021-02-16,Perlis,57,493,1,0,2,0,3,10
2021-02-16,Pulau Pinang,224,1249,0,24,0,21,126,0
2021-02-16,Sabah,1255,2801,23,57,6,39,312,67
2021-02-16,Sarawak,866,2970,57,75,54,115,318,207
2021-02-16,Selangor,1304,4933,127,92,132,110,470,358
2021-02-16,Terengganu,288,1290,8,16,5,18,106,22
2021-02-16,W.P. Kuala Lumpur,738,3046,4,20,5,24,256,51
2021-02-16,W.P. Labuan,25,112,2,0,0,3,7,3
2021-02-17,Johor,943,4432,107,100,90,56,478,180
2021-02-17,Kedah,426,1863,1,18,0,77,170,7
2021-02-17,Kelantan,398,2557,1,9,0,35,141,1
2021-02-17,Melaka,231,1048,3,10,1,8,68,16
2021-02-17,Negeri Sembilan,633,1284,2,12,0,16,152,2
2021-02-17,Pahang,701,2113,0,10,1,3,83,2
2021-02-17,Perak,359,2656,2,10,2,17,125,7
2021-02-17,Perlis,57,493,0,0,2,0,3,8
2021-02-17,Pulau Pinang,224,1249,0,18,0,16,125,0
2021-02-17,Sabah,1255,2801,9,45,7,14,312,70
2021-02-17,Sarawak,866,2970,73,256,49,88,289,224
2021-02-17,Selangor,1304,4933,167,131,104,105,467,382
2021-02-17,Terengganu,288,1290,2,16,5,12,110,17
2021-02-17,W.P. Kuala Lumpur,798,3930,6,23,3,31,274,56
2021-02-17,W.P. Labuan,25,112,1,0,0,2,5,4
2021-02-18,Johor,952,4432,95,64,107,53,482,150
2021-02-18,Kedah,426,1863,1,1,0,28,149,6
2021-02-18,Kelantan,398,2557,1,29,1,26,138,2
2021-02-18,Melaka,231,1048,1,5,2,16,59,14
2021-02-18,Negeri Sembilan,633,1284,1,9,0,20,142,3
2021-02-18,Pahang,701,2113,2,39,0,65,103,4
2021-02-18,Perak,359,2656,0,17,2,20,118,3
2021-02-18,Perlis,57,493,1,0,0,0,3,9
2021-02-18,Pulau Pinang,224,1249,0,14,0,13,124,0
2021-02-18,Sabah,1150,2801,14,35,24,41,290,57
2021-02-18,Sarawak,866,2970,82,60,31,129,301,268
2021-02-18,Selangor,1304,4933,179,112,140,104,479,470
2021-02-18,Terengganu,288,1290,3,9,6,16,103,14
2021-02-18,W.P. Kuala Lumpur,798,3930,3,24,8,45,253,65
2021-02-18,W.P. Labuan,25,112,0,1,0,1,5,2
2021-02-19,Johor,952,4432,75,75,63,50,475,146
2021-02-19,Kedah,426,1863,3,9,0,17,147,7
2021-02-19,Kelantan,398,2557,2,29,1,16,150,3
2021-02-19,Melaka,231,1048,0,14,2,5,64,11
2021-02-19,Negeri Sembilan,633,1284,0,23,0,19,142,3
2021-02-19,Pahang,701,2113,2,18,2,8,113,4
2021-02-19,Perak,359,2656,3,22,1,28,109,8
2021-02-19,Perlis,57,493,0,5,3,2,6,6
2021-02-19,Pulau Pinang,224,1249,0,23,0,17,126,0
2021-02-19,Sabah,1106,2801,7,27,16,44,265,48
2021-02-19,Sarawak,866,2970,53,228,71,105,296,248
2021-02-19,Selangor,1304,4933,194,141,124,165,470,441
2021-02-19,Terengganu,288,1290,2,10,2,9,104,14
2021-02-19,W.P. Kuala Lumpur,798,3930,3,26,1,38,243,64
2021-02-19,W.P. Labuan,25,112,0,0,1,1,5,1
2021-02-20,Johor,952,4432,81,52,53,47,460,160
2021-02-20,Kedah,426,1863,0,20,2,24,130,1
2021-02-20,Kelantan,398,2557,0,23,1,34,143,2
2021-02-20,Melaka,231,1048,2,15,1,14,62,12
2021-02-20,Negeri Sembilan,633,1284,3,18,2,23,133,3
2021-02-20,Pahang,701,2113,2,17,1,17,108,5
2021-02-20,Perak,359,2656,1,11,3,17,101,5
2021-02-20,Perlis,57,493,0,0,1,0,6,5
2021-02-20,Pulau Pinang,224,1249,0,28,0,23,133,0
2021-02-20,Sabah,1106,2801,16,45,13,40,269,48
2021-02-20,Sarawak,866,2970,62,129,33,86,296,260
2021-02-20,Selangor,1304,4933,218,99,139,99,470,400
2021-02-20,Terengganu,288,1290,0,6,3,9,101,11
2021-02-20,W.P. Kuala Lumpur,798,3930,3,42,8,41,240,46
2021-02-20,W.P. Labuan,25,112,1,0,0,2,3,2
2021-02-21,Johor,952,4432,82,51,61,28,470,163
2021-02-21,Kedah,426,1863,0,10,0,17,141,3
2021-02-21,Kelantan,337,2512,2,46,1,19,178,2
2021-02-21,Melaka,231,1048,2,7,3,9,59,8
2021-02-21,Negeri Sembilan,633,1284,0,12,0,20,121,3
2021-02-21,Pahang,701,2113,0,7,0,9,111,1
2021-02-21,Perak,359,2656,0,17,0,13,104,4
2021-02-21,Perlis,57,493,2,3,1,0,9,6
2021-02-21,Pulau Pinang,224,1249,0,16,0,21,125,0
2021-02-21,Sabah,1106,2801,14,34,11,17,260,47
2021-02-21,Sarawak,866,2970,50,43,45,184,296,274
2021-02-21,Selangor,1304,4933,129,91,121,90,463,451
2021-02-21,Terengganu,288,1290,3,8,3,23,86,11
2021-02-21,W.P. Kuala Lumpur,798,3930,6,45,8,51,222,45
2021-02-21,W.P. Labuan,25,112,0,0,0,0,3,2
2021-02-22,Johor,952,4432,108,73,98,48,470,184
2021-02-22,Kedah,426,1863,7,11,0,26,120,11
2021-02-22,Kelantan,337,2512,1,17,1,8,186,2
2021-02-22,Melaka,231,1048,0,6,2,2,63,6
2021-02-22,Negeri Sembilan,633,1284,0,8,0,14,115,3
2021-02-22,Pahang,701,2113,2,3,2,12,102,4
2021-02-22,Perak,359,2656,1,15,0,9,113,3
2021-02-22,Perlis,57,493,1,0,2,0,9,5
2021-02-22,Pulau Pinang,224,1249,0,12,0,15,123,0
2021-02-22,Sabah,1106,2801,13,30,6,24,265,54
2021-02-22,Sarawak,866,2970,139,78,20,73,281,379
2021-02-22,Selangor,1304,4933,161,96,103,77,490,508
2021-02-22,Terengganu,288,1290,2,5,2,7,82,11
2021-02-22,W.P. Kuala Lumpur,798,3930,0,21,1,22,228,65
2021-02-22,W.P. Labuan,25,112,2,0,0,0,3,4
2021-02-23,Johor,952,4432,118,61,93,27,483,157
2021-02-23,Kedah,426,1863,1,13,0,20,118,8
2021-02-23,Kelantan,337,2512,0,26,2,27,183,0
2021-02-23,Melaka,231,1048,2,3,1,4,60,8
2021-02-23,Negeri Sembilan,633,1284,1,18,2,21,112,2
2021-02-23,Pahang,701,2113,0,4,1,11,101,3
2021-02-23,Perak,359,2656,0,43,0,14,137,3
2021-02-23,Perlis,57,493,0,0,2,1,8,3
2021-02-23,Pulau Pinang,224,1249,0,11,0,17,108,0
2021-02-23,Sabah,966,2801,12,27,8,25,264,56
2021-02-23,Sarawak,866,2970,89,166,48,181,290,385
2021-02-23,Selangor,1304,4933,162,80,121,107,458,483
2021-02-23,Terengganu,288,1290,1,0,1,6,76,11
2021-02-23,W.P. Kuala Lumpur,798,3930,5,10,6,15,224,65
2021-02-23,W.P. Labuan,25,112,0,0,0,1,2,5
2021-02-24,Johor,952,4432,86,25,81,65,490,134
2021-02-24,Kedah,418,1863,0,8,0,25,98,7
2021-02-24,Kelantan,337,2512,3,39,1,25,199,1
2021-02-24,Melaka,231,1048,5,7,1,10,57,12
2021-02-24,Negeri Sembilan,633,1284,0,11,0,7,117,0
2021-02-24,Pahang,701,2113,0,2,2,7,92,1
2021-02-24,Perak,359,2656,1,6,2,18,122,4
2021-02-24,Perlis,57,493,3,0,3,0,8,3
2021-02-24,Pulau Pinang,248,1249,0,22,0,17,112,0
2021-02-24,Sabah,966,2801,7,36,21,21,259,43
2021-02-24,Sarawak,870,2970,49,133,79,125,292,349
2021-02-24,Selangor,1304,4933,161,73,99,79,455,461
2021-02-24,Terengganu,288,1290,4,4,4,23,57,11
2021-02-24,W.P. Kuala Lumpur,773,3930,2,10,9,23,215,67
2021-02-24,W.P. Labuan,25,112,0,0,0,0,2,5
2021-02-25,Johor,952,4432,123,59,73,38,486,152
2021-02-25,Kedah,418,1863,0,4,1,20,81,6
2021-02-25,Kelantan,337,2512,0,23,3,19,197,0
2021-02-25,Melaka,231,1048,3,3,4,7,53,9
2021-02-25,Negeri Sembilan,633,1284,7,19,0,21,115,7
2021-02-25,Pahang,701,2113,0,8,0,26,74,1
2021-02-25,Perak,359,2656,2,15,0,25,114,4
2021-02-25,Perlis,57,493,0,0,2,0,8,2
2021-02-25,Pulau Pinang,248,1249,0,38,0,23,127,0
2021-02-25,Sabah,966,2801,9,30,21,26,242,31
2021-02-25,Sarawak,870,2970,57,172,51,211,296,133
2021-02-25,Selangor,1304,4933,149,61,144,113,402,450
2021-02-25,Terengganu,288,1287,6,5,5,11,50,12
2021-02-25,W.P. Kuala Lumpur,773,3930,3,15,7,31,188,62
2021-02-25,W.P. Labuan,25,112,0,0,0,1,2,1
2021-02-26,Johor,952,4432,108,51,82,52,451,139
2021-02-26,Kedah,418,1863,3,5,0,6,84,8
2021-02-26,Kelantan,337,2512,2,30,0,24,205,0
2021-02-26,Melaka,165,1048,3,8,0,11,50,12
2021-02-26,Negeri Sembilan,633,1284,2,13,3,10,118,6
2021-02-26,Pahang,701,2113,0,19,0,13,78,1
2021-02-26,Perak,359,2656,2,26,1,8,132,6
2021-02-26,Perlis,57,493,1,0,0,5,3,2
2021-02-26,Pulau Pinang,248,1249,0,24,0,3,152,0
2021-02-26,Sabah,966,2801,10,22,8,31,246,39
2021-02-26,Sarawak,870,2970,56,293,80,114,325,112
2021-02-26,Selangor,1316,4933,170,67,94,84,398,415
2021-02-26,Terengganu,288,1287,14,3,1,4,49,25
2021-02-26,W.P. Kuala Lumpur,723,3930,4,18,7,29,180,56
2021-02-26,W.P. Labuan,25,112,0,1,0,1,2,1
2021-02-27,Johor,952,4432,111,77,90,21,454,124
2021-02-27,Kedah,418,1863,1,8,0,16,77,7
2021-02-27,Kelantan,337,2512,1,33,2,22,203,1
2021-02-27,Melaka,165,1048,3,9,2,5,54,11
2021-02-27,Negeri Sembilan,633,1284,0,18,2,17,119,4
2021-02-27,Pahang,701,2113,0,3,0,18,62,1
2021-02-27,Perak,359,2656,0,9,0,18,121,6
2021-02-27,Perlis,57,493,0,1,0,0,4,3
2021-02-27,Pulau Pinang,248,1249,0,20,0,18,153,0
2021-02-27,Sabah,966,2805,11,36,11,43,226,39
2021-02-27,Sarawak,870,2970,42,69,83,196,330,110
2021-02-27,Selangor,1316,4933,149,68,99,84,385,452
2021-02-27,Terengganu,288,1287,18,1,2,4,46,41
2021-02-27,W.P. Kuala Lumpur,723,3930,16,24,15,57,181,56
